,Nombre,Fecha,Precio corriente,Precio extra,Precio primera
43,CEBOLLA CABEZONA BLANCA,2017-03-01,2400.0,2600.0,2500.0
44,CEBOLLA CABEZONA BLANCA,2017-03-02,2400.0,2600.0,2500.0
45,CEBOLLA CABEZONA BLANCA,2017-03-03,2400.0,2600.0,2500.0
46,CEBOLLA CABEZONA BLANCA,2017-03-07,2000.0,2200.0,2100.0
47,CEBOLLA CABEZONA BLANCA,2017-03-09,2400.0,2600.0,2500.0
48,CEBOLLA CABEZONA BLANCA,2017-03-10,2000.0,2200.0,2100.0
49,CEBOLLA CABEZONA BLANCA,2017-03-13,1800.0,2000.0,1900.0
50,CEBOLLA CABEZONA BLANCA,2017-03-14,1900.0,2100.0,2000.0
51,CEBOLLA CABEZONA BLANCA,2017-03-15,2000.0,2200.0,2100.0
52,CEBOLLA CABEZONA BLANCA,2017-03-16,2000.0,2200.0,2100.0
53,CEBOLLA CABEZONA BLANCA,2017-03-17,2000.0,2200.0,2100.0
54,CEBOLLA CABEZONA BLANCA,2017-03-18,2000.0,2200.0,2100.0
55,CEBOLLA CABEZONA BLANCA,2017-03-21,2000.0,2200.0,2100.0
56,CEBOLLA CABEZONA BLANCA,2017-03-22,2000.0,2200.0,2100.0
57,CEBOLLA CABEZONA BLANCA,2017-03-23,1800.0,2000.0,1900.0
58,CEBOLLA CABEZONA BLANCA,2017-03-24,1800.0,2000.0,1900.0
59,CEBOLLA CABEZONA BLANCA,2017-03-27,2000.0,2200.0,2100.0
60,CEBOLLA CABEZONA BLANCA,2017-03-28,2000.0,2200.0,2100.0
61,CEBOLLA CABEZONA BLANCA,2017-03-29,2000.0,2200.0,2100.0
62,CEBOLLA CABEZONA BLANCA,2017-03-30,1800.0,2000.0,1900.0
63,CEBOLLA CABEZONA BLANCA,2017-03-31,1800.0,2000.0,1900.0
64,CEBOLLA CABEZONA BLANCA,2017-04-01,2000.0,2200.0,2100.0
65,CEBOLLA CABEZONA BLANCA,2017-04-03,2000.0,2200.0,2100.0
66,CEBOLLA CABEZONA BLANCA,2017-04-04,1800.0,2000.0,1900.0
67,CEBOLLA CABEZONA BLANCA,2017-04-05,1800.0,2000.0,1900.0
68,CEBOLLA CABEZONA BLANCA,2017-04-06,1800.0,2000.0,1900.0
69,CEBOLLA CABEZONA BLANCA,2017-04-07,1800.0,2000.0,1900.0
70,CEBOLLA CABEZONA BLANCA,2017-04-10,1800.0,2000.0,1900.0
71,CEBOLLA CABEZONA BLANCA,2017-04-11,2000.0,2200.0,2100.0
72,CEBOLLA CABEZONA BLANCA,2017-04-12,2100.0,2300.0,2200.0
73,CEBOLLA CABEZONA BLANCA,2017-04-17,2400.0,2600.0,2500.0
74,CEBOLLA CABEZONA BLANCA,2017-04-18,3000.0,3200.0,3100.0
75,CEBOLLA CABEZONA BLANCA,2017-04-19,3000.0,3200.0,3100.0
76,CEBOLLA CABEZONA BLANCA,2017-04-20,3200.0,3400.0,3300.0
77,CEBOLLA CABEZONA BLANCA,2017-04-21,3100.0,3300.0,3200.0
78,CEBOLLA CABEZONA BLANCA,2017-04-22,3100.0,3300.0,3200.0
79,CEBOLLA CABEZONA BLANCA,2017-04-24,3400.0,3600.0,3500.0
80,CEBOLLA CABEZONA BLANCA,2017-04-25,3000.0,3200.0,3100.0
81,CEBOLLA CABEZONA BLANCA,2017-04-26,3000.0,3200.0,3100.0
82,CEBOLLA CABEZONA BLANCA,2017-04-27,2800.0,3000.0,2900.0
83,CEBOLLA CABEZONA BLANCA,2017-04-28,2400.0,2600.0,2500.0
84,CEBOLLA CABEZONA BLANCA,2017-05-02,2800.0,3000.0,2900.0
85,CEBOLLA CABEZONA BLANCA,2017-05-03,3000.0,3200.0,3100.0
86,CEBOLLA CABEZONA BLANCA,2017-05-04,3300.0,3500.0,3400.0
87,CEBOLLA CABEZONA BLANCA,2017-05-05,3400.0,3600.0,3500.0
88,CEBOLLA CABEZONA BLANCA,2017-05-06,2800.0,3000.0,2900.0
89,CEBOLLA CABEZONA BLANCA,2017-05-08,2900.0,3100.0,3000.0
90,CEBOLLA CABEZONA BLANCA,2017-05-09,2900.0,3100.0,3000.0
91,CEBOLLA CABEZONA BLANCA,2017-05-10,3200.0,3400.0,3300.0
92,CEBOLLA CABEZONA BLANCA,2017-05-11,3000.0,3200.0,3100.0
93,CEBOLLA CABEZONA BLANCA,2017-05-12,2800.0,3000.0,2900.0
94,CEBOLLA CABEZONA BLANCA,2017-05-15,3000.0,3200.0,3100.0
95,CEBOLLA CABEZONA BLANCA,2017-05-16,2800.0,3000.0,2900.0
96,CEBOLLA CABEZONA BLANCA,2017-05-17,2800.0,3000.0,2900.0
97,CEBOLLA CABEZONA BLANCA,2017-05-18,2800.0,3000.0,2900.0
98,CEBOLLA CABEZONA BLANCA,2017-05-19,2800.0,3000.0,2900.0
99,CEBOLLA CABEZONA BLANCA,2017-05-22,1800.0,2000.0,1900.0
100,CEBOLLA CABEZONA BLANCA,2017-05-23,1800.0,2000.0,1900.0
101,CEBOLLA CABEZONA BLANCA,2017-05-24,1800.0,2000.0,1900.0
102,CEBOLLA CABEZONA BLANCA,2017-05-25,2000.0,2200.0,2100.0
103,CEBOLLA CABEZONA BLANCA,2017-05-26,2000.0,2200.0,2100.0
104,CEBOLLA CABEZONA BLANCA,2017-05-27,1800.0,2000.0,1900.0
105,CEBOLLA CABEZONA BLANCA,2017-05-30,2200.0,2400.0,2300.0
106,CEBOLLA CABEZONA BLANCA,2017-05-31,2100.0,2300.0,2200.0
107,CEBOLLA CABEZONA BLANCA,2017-06-01,2000.0,2200.0,2100.0
108,CEBOLLA CABEZONA BLANCA,2017-06-02,2200.0,2400.0,2300.0
109,CEBOLLA CABEZONA BLANCA,2017-06-03,2000.0,2200.0,2100.0
110,CEBOLLA CABEZONA BLANCA,2017-06-05,2200.0,2400.0,2300.0
111,CEBOLLA CABEZONA BLANCA,2017-06-06,2000.0,2200.0,2100.0
112,CEBOLLA CABEZONA BLANCA,2017-06-07,2000.0,2200.0,2100.0
113,CEBOLLA CABEZONA BLANCA,2017-06-08,2100.0,2300.0,2200.0
114,CEBOLLA CABEZONA BLANCA,2017-06-09,2000.0,2200.0,2100.0
115,CEBOLLA CABEZONA BLANCA,2017-06-12,2000.0,2200.0,2100.0
116,CEBOLLA CABEZONA BLANCA,2017-06-13,1800.0,2000.0,1900.0
117,CEBOLLA CABEZONA BLANCA,2017-06-14,1800.0,2000.0,1900.0
118,CEBOLLA CABEZONA BLANCA,2017-06-15,2000.0,2200.0,2100.0
119,CEBOLLA CABEZONA BLANCA,2017-06-16,1600.0,1800.0,1700.0
120,CEBOLLA CABEZONA BLANCA,2017-06-20,1700.0,1900.0,1800.0
121,CEBOLLA CABEZONA BLANCA,2017-06-21,1600.0,1800.0,1700.0
122,CEBOLLA CABEZONA BLANCA,2017-06-22,1400.0,1600.0,1500.0
123,CEBOLLA CABEZONA BLANCA,2017-06-23,1200.0,1400.0,1300.0
124,CEBOLLA CABEZONA BLANCA,2017-06-24,1000.0,1200.0,1100.0
125,CEBOLLA CABEZONA BLANCA,2017-06-27,1200.0,1400.0,1300.0
126,CEBOLLA CABEZONA BLANCA,2017-06-28,1000.0,1200.0,1100.0
127,CEBOLLA CABEZONA BLANCA,2017-06-29,1000.0,1200.0,1100.0
128,CEBOLLA CABEZONA BLANCA,2017-06-30,1000.0,1200.0,1100.0
129,CEBOLLA CABEZONA BLANCA,2017-07-04,1200.0,1400.0,1300.0
130,CEBOLLA CABEZONA BLANCA,2017-07-05,1300.0,1500.0,1400.0
131,CEBOLLA CABEZONA BLANCA,2017-07-06,1500.0,1700.0,1600.0
132,CEBOLLA CABEZONA BLANCA,2017-07-07,1400.0,1600.0,1500.0
133,CEBOLLA CABEZONA BLANCA,2017-07-08,1500.0,1700.0,1600.0
134,CEBOLLA CABEZONA BLANCA,2017-07-10,1600.0,1800.0,1700.0
135,CEBOLLA CABEZONA BLANCA,2017-07-11,1500.0,1700.0,1600.0
136,CEBOLLA CABEZONA BLANCA,2017-07-12,1500.0,1700.0,1600.0
137,CEBOLLA CABEZONA BLANCA,2017-07-13,1500.0,1700.0,1600.0
138,CEBOLLA CABEZONA BLANCA,2017-07-14,1500.0,1700.0,1600.0
139,CEBOLLA CABEZONA BLANCA,2017-07-17,1400.0,1600.0,1500.0
140,CEBOLLA CABEZONA BLANCA,2017-07-18,1400.0,1600.0,1500.0
141,CEBOLLA CABEZONA BLANCA,2017-07-19,1300.0,1500.0,1400.0
142,CEBOLLA CABEZONA BLANCA,2017-07-21,1500.0,1700.0,1600.0
143,CEBOLLA CABEZONA BLANCA,2017-07-22,1400.0,1600.0,1500.0
144,CEBOLLA CABEZONA BLANCA,2017-07-24,1200.0,1400.0,1300.0
145,CEBOLLA CABEZONA BLANCA,2017-07-25,1000.0,1200.0,1100.0
146,CEBOLLA CABEZONA BLANCA,2017-07-26,1000.0,1200.0,1100.0
147,CEBOLLA CABEZONA BLANCA,2017-07-27,1200.0,1400.0,1300.0
148,CEBOLLA CABEZONA BLANCA,2017-07-28,1200.0,1400.0,1300.0
149,CEBOLLA CABEZONA BLANCA,2017-07-31,1200.0,1400.0,1300.0
150,CEBOLLA CABEZONA BLANCA,2017-08-01,1300.0,1500.0,1400.0
151,CEBOLLA CABEZONA BLANCA,2017-08-02,1400.0,1600.0,1500.0
152,CEBOLLA CABEZONA BLANCA,2017-08-03,1400.0,1600.0,1500.0
153,CEBOLLA CABEZONA BLANCA,2017-08-04,1200.0,1400.0,1300.0
154,CEBOLLA CABEZONA BLANCA,2017-08-05,1100.0,1300.0,1200.0
155,CEBOLLA CABEZONA BLANCA,2017-08-08,1300.0,1500.0,1400.0
156,CEBOLLA CABEZONA BLANCA,2017-08-09,1300.0,1500.0,1400.0
157,CEBOLLA CABEZONA BLANCA,2017-08-10,1300.0,1500.0,1400.0
158,CEBOLLA CABEZONA BLANCA,2017-08-11,1300.0,1500.0,1400.0
159,CEBOLLA CABEZONA BLANCA,2017-08-14,1300.0,1500.0,1400.0
160,CEBOLLA CABEZONA BLANCA,2017-08-15,1200.0,1400.0,1300.0
161,CEBOLLA CABEZONA BLANCA,2017-08-16,1200.0,1400.0,1300.0
162,CEBOLLA CABEZONA BLANCA,2017-08-17,1200.0,1400.0,1300.0
163,CEBOLLA CABEZONA BLANCA,2017-08-18,1200.0,1400.0,1300.0
164,CEBOLLA CABEZONA BLANCA,2017-08-19,1200.0,1400.0,1300.0
165,CEBOLLA CABEZONA BLANCA,2017-08-22,1200.0,1400.0,1300.0
166,CEBOLLA CABEZONA BLANCA,2017-08-23,1100.0,1300.0,1200.0
167,CEBOLLA CABEZONA BLANCA,2017-08-24,1200.0,1400.0,1300.0
168,CEBOLLA CABEZONA BLANCA,2017-08-25,1100.0,1300.0,1200.0
169,CEBOLLA CABEZONA BLANCA,2017-08-28,1000.0,1200.0,1100.0
170,CEBOLLA CABEZONA BLANCA,2017-08-29,1100.0,1300.0,1200.0
171,CEBOLLA CABEZONA BLANCA,2017-08-30,1100.0,1300.0,1200.0
172,CEBOLLA CABEZONA BLANCA,2017-08-31,1000.0,1200.0,1100.0
173,CEBOLLA CABEZONA BLANCA,2017-09-01,1100.0,1300.0,1200.0
174,CEBOLLA CABEZONA BLANCA,2017-09-02,1200.0,1400.0,1300.0
175,CEBOLLA CABEZONA BLANCA,2017-09-04,1100.0,1300.0,1200.0
176,CEBOLLA CABEZONA BLANCA,2017-09-05,1200.0,1400.0,1300.0
177,CEBOLLA CABEZONA BLANCA,2017-09-06,1300.0,1500.0,1400.0
178,CEBOLLA CABEZONA BLANCA,2017-09-08,1200.0,1400.0,1300.0
179,CEBOLLA CABEZONA BLANCA,2017-09-11,1200.0,1400.0,1300.0
180,CEBOLLA CABEZONA BLANCA,2017-09-12,1200.0,1400.0,1300.0
181,CEBOLLA CABEZONA BLANCA,2017-09-13,1200.0,1400.0,1300.0
182,CEBOLLA CABEZONA BLANCA,2017-09-14,1300.0,1500.0,1400.0
183,CEBOLLA CABEZONA BLANCA,2017-09-15,1100.0,1300.0,1200.0
184,CEBOLLA CABEZONA BLANCA,2017-09-16,1100.0,1300.0,1200.0
185,CEBOLLA CABEZONA BLANCA,2017-09-18,1000.0,1200.0,1100.0
186,CEBOLLA CABEZONA BLANCA,2017-09-19,1100.0,1300.0,1200.0
187,CEBOLLA CABEZONA BLANCA,2017-09-20,1300.0,1500.0,1400.0
188,CEBOLLA CABEZONA BLANCA,2017-09-21,1120.0,1200.0,1160.0
189,CEBOLLA CABEZONA BLANCA,2017-09-22,900.0,1100.0,1000.0
190,CEBOLLA CABEZONA BLANCA,2017-09-25,800.0,1000.0,900.0
191,CEBOLLA CABEZONA BLANCA,2017-09-26,900.0,1100.0,1000.0
192,CEBOLLA CABEZONA BLANCA,2017-09-27,1000.0,1200.0,1100.0
193,CEBOLLA CABEZONA BLANCA,2017-09-28,1000.0,1200.0,1100.0
194,CEBOLLA CABEZONA BLANCA,2017-09-29,900.0,1100.0,1000.0
195,CEBOLLA CABEZONA BLANCA,2017-09-30,900.0,1100.0,1000.0
196,CEBOLLA CABEZONA BLANCA,2017-10-02,900.0,1100.0,1000.0
197,CEBOLLA CABEZONA BLANCA,2017-10-03,1000.0,1200.0,1100.0
198,CEBOLLA CABEZONA BLANCA,2017-10-04,1100.0,1300.0,1200.0
199,CEBOLLA CABEZONA BLANCA,2017-10-05,1100.0,1300.0,1200.0
200,CEBOLLA CABEZONA BLANCA,2017-10-06,1200.0,1400.0,1300.0
201,CEBOLLA CABEZONA BLANCA,2017-10-09,1200.0,1400.0,1300.0
202,CEBOLLA CABEZONA BLANCA,2017-10-10,1100.0,1300.0,1200.0
203,CEBOLLA CABEZONA BLANCA,2017-10-11,1100.0,1300.0,1200.0
204,CEBOLLA CABEZONA BLANCA,2017-10-12,1100.0,1300.0,1200.0
205,CEBOLLA CABEZONA BLANCA,2017-10-13,1100.0,1300.0,1200.0
206,CEBOLLA CABEZONA BLANCA,2017-10-14,1000.0,1200.0,1100.0
207,CEBOLLA CABEZONA BLANCA,2017-10-17,1000.0,1200.0,1100.0
208,CEBOLLA CABEZONA BLANCA,2017-10-18,900.0,1100.0,1000.0
209,CEBOLLA CABEZONA BLANCA,2017-10-19,1000.0,1200.0,1100.0
210,CEBOLLA CABEZONA BLANCA,2017-10-20,1000.0,1200.0,1100.0
211,CEBOLLA CABEZONA BLANCA,2017-10-23,1000.0,1200.0,1100.0
212,CEBOLLA CABEZONA BLANCA,2017-10-24,1000.0,1200.0,1100.0
213,CEBOLLA CABEZONA BLANCA,2017-10-25,1000.0,1200.0,1100.0
214,CEBOLLA CABEZONA BLANCA,2017-10-26,1000.0,1200.0,1100.0
215,CEBOLLA CABEZONA BLANCA,2017-10-27,900.0,1100.0,1000.0
216,CEBOLLA CABEZONA BLANCA,2017-10-30,800.0,1000.0,900.0
217,CEBOLLA CABEZONA BLANCA,2017-10-31,900.0,1100.0,1000.0
218,CEBOLLA CABEZONA BLANCA,2017-11-01,1000.0,1200.0,1100.0
219,CEBOLLA CABEZONA BLANCA,2017-11-02,1000.0,1200.0,1100.0
220,CEBOLLA CABEZONA BLANCA,2017-11-03,1000.0,1200.0,1100.0
221,CEBOLLA CABEZONA BLANCA,2017-11-07,1400.0,1600.0,1500.0
222,CEBOLLA CABEZONA BLANCA,2017-11-08,1400.0,1600.0,1500.0
223,CEBOLLA CABEZONA BLANCA,2017-11-09,1200.0,1400.0,1300.0
224,CEBOLLA CABEZONA BLANCA,2017-11-10,1300.0,1500.0,1400.0
225,CEBOLLA CABEZONA BLANCA,2017-11-14,1200.0,1400.0,1300.0
226,CEBOLLA CABEZONA BLANCA,2017-11-15,1200.0,1400.0,1300.0
227,CEBOLLA CABEZONA BLANCA,2017-11-16,1300.0,1500.0,1400.0
228,CEBOLLA CABEZONA BLANCA,2017-11-17,1400.0,1600.0,1500.0
229,CEBOLLA CABEZONA BLANCA,2017-11-20,1200.0,1400.0,1300.0
230,CEBOLLA CABEZONA BLANCA,2017-11-21,1200.0,1400.0,1300.0
231,CEBOLLA CABEZONA BLANCA,2017-11-22,1300.0,1500.0,1400.0
232,CEBOLLA CABEZONA BLANCA,2017-11-23,1200.0,1400.0,1300.0
233,CEBOLLA CABEZONA BLANCA,2017-11-24,1100.0,1300.0,1200.0
234,CEBOLLA CABEZONA BLANCA,2017-11-25,1100.0,1300.0,1200.0
235,CEBOLLA CABEZONA BLANCA,2017-11-27,1000.0,1200.0,1100.0
236,CEBOLLA CABEZONA BLANCA,2017-11-28,1000.0,1200.0,1100.0
237,CEBOLLA CABEZONA BLANCA,2017-11-29,1000.0,1200.0,1100.0
238,CEBOLLA CABEZONA BLANCA,2017-11-30,1000.0,1200.0,1100.0
239,CEBOLLA CABEZONA BLANCA,2017-12-01,1000.0,1200.0,1100.0
240,CEBOLLA CABEZONA BLANCA,2017-12-02,1000.0,1200.0,1100.0
241,CEBOLLA CABEZONA BLANCA,2017-12-04,1000.0,1200.0,1100.0
242,CEBOLLA CABEZONA BLANCA,2017-12-05,1000.0,1200.0,1100.0
243,CEBOLLA CABEZONA BLANCA,2017-12-07,1200.0,1400.0,1300.0
244,CEBOLLA CABEZONA BLANCA,2017-12-11,1500.0,1700.0,1600.0
245,CEBOLLA CABEZONA BLANCA,2017-12-12,1500.0,1700.0,1600.0
246,CEBOLLA CABEZONA BLANCA,2017-12-13,1500.0,1700.0,1600.0
247,CEBOLLA CABEZONA BLANCA,2017-12-14,1500.0,1700.0,1600.0
248,CEBOLLA CABEZONA BLANCA,2017-12-15,1400.0,1600.0,1500.0
249,CEBOLLA CABEZONA BLANCA,2017-12-16,1300.0,1500.0,1400.0
250,CEBOLLA CABEZONA BLANCA,2017-12-18,1200.0,1400.0,1300.0
251,CEBOLLA CABEZONA BLANCA,2017-12-19,1200.0,1400.0,1300.0
252,CEBOLLA CABEZONA BLANCA,2017-12-20,1200.0,1400.0,1300.0
253,CEBOLLA CABEZONA BLANCA,2017-12-21,1200.0,1400.0,1300.0
254,CEBOLLA CABEZONA BLANCA,2017-12-22,1200.0,1400.0,1300.0
255,CEBOLLA CABEZONA BLANCA,2017-12-26,1200.0,1400.0,1300.0
256,CEBOLLA CABEZONA BLANCA,2017-12-27,1200.0,1400.0,1300.0
257,CEBOLLA CABEZONA BLANCA,2017-12-28,1200.0,1400.0,1300.0
258,CEBOLLA CABEZONA BLANCA,2017-12-29,1400.0,1600.0,1500.0
259,CEBOLLA CABEZONA BLANCA,2018-01-02,1300.0,1500.0,1400.0
260,CEBOLLA CABEZONA BLANCA,2018-01-03,1400.0,1600.0,1500.0
261,CEBOLLA CABEZONA BLANCA,2018-01-04,1400.0,1600.0,1500.0
262,CEBOLLA CABEZONA BLANCA,2018-01-05,1400.0,1600.0,1500.0
263,CEBOLLA CABEZONA BLANCA,2018-01-06,1400.0,1600.0,1500.0
264,CEBOLLA CABEZONA BLANCA,2018-01-09,1300.0,1500.0,1400.0
265,CEBOLLA CABEZONA BLANCA,2018-01-10,1200.0,1400.0,1300.0
266,CEBOLLA CABEZONA BLANCA,2018-01-11,1200.0,1400.0,1300.0
267,CEBOLLA CABEZONA BLANCA,2018-01-12,1100.0,1300.0,1200.0
268,CEBOLLA CABEZONA BLANCA,2018-01-15,900.0,1100.0,1000.0
269,CEBOLLA CABEZONA BLANCA,2018-01-16,1000.0,1200.0,1100.0
270,CEBOLLA CABEZONA BLANCA,2018-01-17,1000.0,1200.0,1100.0
271,CEBOLLA CABEZONA BLANCA,2018-01-18,900.0,1100.0,1000.0
272,CEBOLLA CABEZONA BLANCA,2018-01-19,900.0,1100.0,1000.0
273,CEBOLLA CABEZONA BLANCA,2018-01-20,900.0,1100.0,1000.0
274,CEBOLLA CABEZONA BLANCA,2018-01-22,900.0,1100.0,1000.0
275,CEBOLLA CABEZONA BLANCA,2018-01-23,900.0,1100.0,1000.0
276,CEBOLLA CABEZONA BLANCA,2018-01-24,900.0,1100.0,1000.0
277,CEBOLLA CABEZONA BLANCA,2018-01-25,800.0,1000.0,900.0
278,CEBOLLA CABEZONA BLANCA,2018-01-26,800.0,1000.0,900.0
279,CEBOLLA CABEZONA BLANCA,2018-01-27,800.0,1000.0,900.0
280,CEBOLLA CABEZONA BLANCA,2018-01-29,800.0,1000.0,900.0
281,CEBOLLA CABEZONA BLANCA,2018-01-30,800.0,1000.0,900.0
282,CEBOLLA CABEZONA BLANCA,2018-01-31,800.0,1000.0,900.0
283,CEBOLLA CABEZONA BLANCA,2018-02-02,800.0,1000.0,900.0
284,CEBOLLA CABEZONA BLANCA,2018-02-05,800.0,1000.0,900.0
285,CEBOLLA CABEZONA BLANCA,2018-02-06,900.0,1100.0,1000.0
286,CEBOLLA CABEZONA BLANCA,2018-02-07,1000.0,1200.0,1100.0
287,CEBOLLA CABEZONA BLANCA,2018-02-08,1000.0,1200.0,1100.0
288,CEBOLLA CABEZONA BLANCA,2018-02-09,900.0,1100.0,1000.0
289,CEBOLLA CABEZONA BLANCA,2018-02-12,1000.0,1200.0,1100.0
290,CEBOLLA CABEZONA BLANCA,2018-02-13,800.0,1000.0,900.0
291,CEBOLLA CABEZONA BLANCA,2018-02-14,800.0,1000.0,900.0
292,CEBOLLA CABEZONA BLANCA,2018-02-15,800.0,1000.0,900.0
293,CEBOLLA CABEZONA BLANCA,2018-02-16,800.0,1000.0,900.0
294,CEBOLLA CABEZONA BLANCA,2018-02-19,900.0,1100.0,1000.0
295,CEBOLLA CABEZONA BLANCA,2018-02-20,900.0,1000.0,960.0
296,CEBOLLA CABEZONA BLANCA,2018-02-21,900.0,1000.0,960.0
297,CEBOLLA CABEZONA BLANCA,2018-02-22,900.0,1000.0,960.0
298,CEBOLLA CABEZONA BLANCA,2018-02-23,800.0,900.0,860.0
299,CEBOLLA CABEZONA BLANCA,2018-02-26,600.0,800.0,700.0
300,CEBOLLA CABEZONA BLANCA,2018-02-27,700.0,900.0,800.0
301,CEBOLLA CABEZONA BLANCA,2018-02-28,600.0,800.0,700.0
302,CEBOLLA CABEZONA BLANCA,2018-03-01,600.0,800.0,700.0
303,CEBOLLA CABEZONA BLANCA,2018-03-02,500.0,700.0,600.0
304,CEBOLLA CABEZONA BLANCA,2018-03-03,500.0,700.0,600.0
305,CEBOLLA CABEZONA BLANCA,2018-03-05,500.0,700.0,600.0
306,CEBOLLA CABEZONA BLANCA,2018-03-06,600.0,800.0,700.0
307,CEBOLLA CABEZONA BLANCA,2018-03-07,600.0,800.0,700.0
308,CEBOLLA CABEZONA BLANCA,2018-03-08,600.0,800.0,700.0
309,CEBOLLA CABEZONA BLANCA,2018-03-09,600.0,800.0,700.0
310,CEBOLLA CABEZONA BLANCA,2018-03-10,600.0,800.0,700.0
311,CEBOLLA CABEZONA BLANCA,2018-03-12,600.0,800.0,700.0
312,CEBOLLA CABEZONA BLANCA,2018-03-13,600.0,800.0,700.0
313,CEBOLLA CABEZONA BLANCA,2018-03-14,600.0,800.0,700.0
314,CEBOLLA CABEZONA BLANCA,2018-03-15,500.0,700.0,600.0
315,CEBOLLA CABEZONA BLANCA,2018-03-16,500.0,700.0,600.0
316,CEBOLLA CABEZONA BLANCA,2018-03-20,500.0,700.0,600.0
317,CEBOLLA CABEZONA BLANCA,2018-03-21,500.0,700.0,600.0
318,CEBOLLA CABEZONA BLANCA,2018-03-22,500.0,700.0,600.0
319,CEBOLLA CABEZONA BLANCA,2018-03-23,500.0,700.0,600.0
320,CEBOLLA CABEZONA BLANCA,2018-03-26,400.0,600.0,500.0
321,CEBOLLA CABEZONA BLANCA,2018-03-27,400.0,600.0,500.0
322,CEBOLLA CABEZONA BLANCA,2018-03-28,400.0,600.0,500.0
323,CEBOLLA CABEZONA BLANCA,2018-04-02,720.0,800.0,760.0
324,CEBOLLA CABEZONA BLANCA,2018-04-03,720.0,800.0,760.0
325,CEBOLLA CABEZONA BLANCA,2018-04-04,840.0,1000.0,900.0
326,CEBOLLA CABEZONA BLANCA,2018-04-05,840.0,1000.0,900.0
