,Nombre,Fecha,Precio corriente,Precio extra,Precio primera
327,CEBOLLA CABEZONA BLANCA,2018-04-06,840.0,1000.0,900.0
328,CEBOLLA CABEZONA BLANCA,2018-04-07,840.0,1000.0,900.0
329,CEBOLLA CABEZONA BLANCA,2018-04-09,840.0,1000.0,900.0
330,CEBOLLA CABEZONA BLANCA,2018-04-10,600.0,800.0,700.0
331,CEBOLLA CABEZONA BLANCA,2018-04-11,600.0,800.0,700.0
332,CEBOLLA CABEZONA BLANCA,2018-04-12,600.0,800.0,700.0
333,CEBOLLA CABEZONA BLANCA,2018-04-13,500.0,700.0,600.0
334,CEBOLLA CABEZONA BLANCA,2018-04-16,300.0,500.0,400.0
335,CEBOLLA CABEZONA BLANCA,2018-04-17,300.0,500.0,400.0
336,CEBOLLA CABEZONA BLANCA,2018-04-18,300.0,500.0,400.0
337,CEBOLLA CABEZONA BLANCA,2018-04-19,300.0,500.0,400.0
338,CEBOLLA CABEZONA BLANCA,2018-04-20,300.0,500.0,400.0
339,CEBOLLA CABEZONA BLANCA,2018-04-21,300.0,500.0,400.0
340,CEBOLLA CABEZONA BLANCA,2018-04-23,300.0,500.0,400.0
341,CEBOLLA CABEZONA BLANCA,2018-04-24,300.0,500.0,400.0
342,CEBOLLA CABEZONA BLANCA,2018-04-25,300.0,500.0,400.0
343,CEBOLLA CABEZONA BLANCA,2018-04-26,300.0,500.0,400.0
344,CEBOLLA CABEZONA BLANCA,2018-04-27,300.0,500.0,400.0
345,CEBOLLA CABEZONA BLANCA,2018-04-30,300.0,500.0,400.0
346,CEBOLLA CABEZONA BLANCA,2018-05-02,400.0,600.0,500.0
347,CEBOLLA CABEZONA BLANCA,2018-05-03,400.0,600.0,500.0
348,CEBOLLA CABEZONA BLANCA,2018-05-04,400.0,600.0,500.0
349,CEBOLLA CABEZONA BLANCA,2018-05-07,520.0,800.0,760.0
350,CEBOLLA CABEZONA BLANCA,2018-05-08,520.0,800.0,760.0
351,CEBOLLA CABEZONA BLANCA,2018-05-09,520.0,800.0,760.0
352,CEBOLLA CABEZONA BLANCA,2018-05-10,520.0,800.0,760.0
353,CEBOLLA CABEZONA BLANCA,2018-05-11,500.0,700.0,600.0
354,CEBOLLA CABEZONA BLANCA,2018-05-15,520.0,600.0,560.0
355,CEBOLLA CABEZONA BLANCA,2018-05-16,520.0,600.0,560.0
356,CEBOLLA CABEZONA BLANCA,2018-05-17,520.0,600.0,560.0
357,CEBOLLA CABEZONA BLANCA,2018-05-18,520.0,600.0,560.0
358,CEBOLLA CABEZONA BLANCA,2018-05-19,520.0,600.0,560.0
359,CEBOLLA CABEZONA BLANCA,2018-05-21,460.0,560.0,500.0
360,CEBOLLA CABEZONA BLANCA,2018-05-22,400.0,600.0,500.0
361,CEBOLLA CABEZONA BLANCA,2018-05-23,400.0,600.0,500.0
362,CEBOLLA CABEZONA BLANCA,2018-05-24,400.0,600.0,500.0
363,CEBOLLA CABEZONA BLANCA,2018-05-25,400.0,500.0,460.0
364,CEBOLLA CABEZONA BLANCA,2018-05-28,400.0,500.0,460.0
365,CEBOLLA CABEZONA BLANCA,2018-05-29,400.0,600.0,500.0
366,CEBOLLA CABEZONA BLANCA,2018-05-30,400.0,600.0,500.0
367,CEBOLLA CABEZONA BLANCA,2018-05-31,500.0,700.0,600.0
368,CEBOLLA CABEZONA BLANCA,2018-06-01,400.0,600.0,500.0
369,CEBOLLA CABEZONA BLANCA,2018-06-02,400.0,600.0,500.0
370,CEBOLLA CABEZONA BLANCA,2018-06-05,400.0,600.0,500.0
371,CEBOLLA CABEZONA BLANCA,2018-06-06,400.0,600.0,500.0
372,CEBOLLA CABEZONA BLANCA,2018-06-07,600.0,800.0,700.0
373,CEBOLLA CABEZONA BLANCA,2018-06-08,500.0,700.0,600.0
374,CEBOLLA CABEZONA BLANCA,2018-06-12,500.0,700.0,600.0
375,CEBOLLA CABEZONA BLANCA,2018-06-13,500.0,700.0,600.0
376,CEBOLLA CABEZONA BLANCA,2018-06-14,500.0,700.0,600.0
377,CEBOLLA CABEZONA BLANCA,2018-06-15,500.0,700.0,600.0
378,CEBOLLA CABEZONA BLANCA,2018-06-16,500.0,700.0,600.0
379,CEBOLLA CABEZONA BLANCA,2018-06-18,500.0,700.0,600.0
380,CEBOLLA CABEZONA BLANCA,2018-06-19,560.0,660.0,600.0
381,CEBOLLA CABEZONA BLANCA,2018-06-20,560.0,660.0,600.0
382,CEBOLLA CABEZONA BLANCA,2018-06-21,560.0,700.0,600.0
383,CEBOLLA CABEZONA BLANCA,2018-06-22,560.0,700.0,600.0
384,CEBOLLA CABEZONA BLANCA,2018-06-25,400.0,600.0,500.0
385,CEBOLLA CABEZONA BLANCA,2018-06-26,400.0,600.0,500.0
386,CEBOLLA CABEZONA BLANCA,2018-06-27,400.0,600.0,500.0
387,CEBOLLA CABEZONA BLANCA,2018-06-29,500.0,700.0,600.0
388,CEBOLLA CABEZONA BLANCA,2018-06-30,400.0,600.0,500.0
389,CEBOLLA CABEZONA BLANCA,2018-07-03,500.0,700.0,600.0
390,CEBOLLA CABEZONA BLANCA,2018-07-04,500.0,700.0,600.0
391,CEBOLLA CABEZONA BLANCA,2018-07-05,500.0,700.0,600.0
392,CEBOLLA CABEZONA BLANCA,2018-07-06,500.0,700.0,600.0
393,CEBOLLA CABEZONA BLANCA,2018-07-07,500.0,700.0,600.0
394,CEBOLLA CABEZONA BLANCA,2018-07-09,500.0,700.0,600.0
395,CEBOLLA CABEZONA BLANCA,2018-07-10,500.0,700.0,600.0
396,CEBOLLA CABEZONA BLANCA,2018-07-11,500.0,700.0,600.0
397,CEBOLLA CABEZONA BLANCA,2018-07-12,500.0,700.0,600.0
398,CEBOLLA CABEZONA BLANCA,2018-07-13,700.0,900.0,800.0
399,CEBOLLA CABEZONA BLANCA,2018-07-14,600.0,800.0,700.0
400,CEBOLLA CABEZONA BLANCA,2018-07-16,500.0,700.0,600.0
401,CEBOLLA CABEZONA BLANCA,2018-07-17,600.0,800.0,700.0
402,CEBOLLA CABEZONA BLANCA,2018-07-18,800.0,1000.0,900.0
403,CEBOLLA CABEZONA BLANCA,2018-07-19,800.0,1000.0,900.0
404,CEBOLLA CABEZONA BLANCA,2018-07-21,700.0,900.0,800.0
405,CEBOLLA CABEZONA BLANCA,2018-07-23,700.0,900.0,800.0
406,CEBOLLA CABEZONA BLANCA,2018-07-24,700.0,900.0,800.0
407,CEBOLLA CABEZONA BLANCA,2018-07-25,600.0,800.0,700.0
408,CEBOLLA CABEZONA BLANCA,2018-07-26,600.0,800.0,700.0
409,CEBOLLA CABEZONA BLANCA,2018-07-27,600.0,800.0,700.0
410,CEBOLLA CABEZONA BLANCA,2018-07-30,500.0,700.0,600.0
411,CEBOLLA CABEZONA BLANCA,2018-07-31,600.0,800.0,700.0
412,CEBOLLA CABEZONA BLANCA,2018-08-01,700.0,900.0,800.0
413,CEBOLLA CABEZONA BLANCA,2018-08-02,800.0,1000.0,900.0
414,CEBOLLA CABEZONA BLANCA,2018-08-03,1120.0,1200.0,1160.0
415,CEBOLLA CABEZONA BLANCA,2018-08-06,1120.0,1200.0,1160.0
416,CEBOLLA CABEZONA BLANCA,2018-08-08,700.0,900.0,800.0
417,CEBOLLA CABEZONA BLANCA,2018-08-09,600.0,800.0,700.0
418,CEBOLLA CABEZONA BLANCA,2018-08-10,600.0,800.0,700.0
419,CEBOLLA CABEZONA BLANCA,2018-08-11,600.0,800.0,700.0
420,CEBOLLA CABEZONA BLANCA,2018-08-13,600.0,800.0,700.0
421,CEBOLLA CABEZONA BLANCA,2018-08-14,600.0,800.0,700.0
422,CEBOLLA CABEZONA BLANCA,2018-08-15,600.0,800.0,700.0
423,CEBOLLA CABEZONA BLANCA,2018-08-16,600.0,800.0,700.0
424,CEBOLLA CABEZONA BLANCA,2018-08-17,600.0,800.0,700.0
425,CEBOLLA CABEZONA BLANCA,2018-08-21,700.0,900.0,800.0
426,CEBOLLA CABEZONA BLANCA,2018-08-22,700.0,900.0,800.0
427,CEBOLLA CABEZONA BLANCA,2018-08-23,700.0,900.0,800.0
428,CEBOLLA CABEZONA BLANCA,2018-08-24,700.0,900.0,800.0
429,CEBOLLA CABEZONA BLANCA,2018-08-25,800.0,1000.0,900.0
430,CEBOLLA CABEZONA BLANCA,2018-08-27,700.0,900.0,800.0
431,CEBOLLA CABEZONA BLANCA,2018-08-28,700.0,900.0,800.0
432,CEBOLLA CABEZONA BLANCA,2018-08-29,800.0,1000.0,900.0
433,CEBOLLA CABEZONA BLANCA,2018-08-30,900.0,1100.0,1000.0
434,CEBOLLA CABEZONA BLANCA,2018-08-31,900.0,1100.0,1000.0
435,CEBOLLA CABEZONA BLANCA,2018-09-03,800.0,1000.0,900.0
436,CEBOLLA CABEZONA BLANCA,2018-09-04,800.0,1000.0,900.0
437,CEBOLLA CABEZONA BLANCA,2018-09-05,900.0,1100.0,1000.0
438,CEBOLLA CABEZONA BLANCA,2018-09-06,1000.0,1200.0,1100.0
439,CEBOLLA CABEZONA BLANCA,2018-09-07,1000.0,1200.0,1100.0
440,CEBOLLA CABEZONA BLANCA,2018-09-08,900.0,1100.0,1000.0
441,CEBOLLA CABEZONA BLANCA,2018-09-10,800.0,1000.0,900.0
442,CEBOLLA CABEZONA BLANCA,2018-09-11,1000.0,1200.0,1100.0
443,CEBOLLA CABEZONA BLANCA,2018-09-12,1000.0,1200.0,1100.0
444,CEBOLLA CABEZONA BLANCA,2018-09-13,1000.0,1200.0,1100.0
445,CEBOLLA CABEZONA BLANCA,2018-09-14,900.0,1100.0,1000.0
446,CEBOLLA CABEZONA BLANCA,2018-09-17,1000.0,1200.0,1100.0
447,CEBOLLA CABEZONA BLANCA,2018-09-18,1000.0,1200.0,1100.0
448,CEBOLLA CABEZONA BLANCA,2018-09-19,1100.0,1300.0,1200.0
449,CEBOLLA CABEZONA BLANCA,2018-09-20,1120.0,1200.0,1160.0
450,CEBOLLA CABEZONA BLANCA,2018-09-21,900.0,1100.0,1000.0
451,CEBOLLA CABEZONA BLANCA,2018-09-22,1000.0,1200.0,1100.0
452,CEBOLLA CABEZONA BLANCA,2018-09-24,900.0,1100.0,1000.0
453,CEBOLLA CABEZONA BLANCA,2018-09-25,800.0,1000.0,900.0
454,CEBOLLA CABEZONA BLANCA,2018-09-26,1000.0,1200.0,1100.0
455,CEBOLLA CABEZONA BLANCA,2018-09-27,1000.0,1200.0,1100.0
456,CEBOLLA CABEZONA BLANCA,2018-09-28,1000.0,1200.0,1100.0
457,CEBOLLA CABEZONA BLANCA,2018-10-01,1100.0,1300.0,1200.0
458,CEBOLLA CABEZONA BLANCA,2018-10-02,1200.0,1400.0,1300.0
459,CEBOLLA CABEZONA BLANCA,2018-10-03,1200.0,1400.0,1300.0
460,CEBOLLA CABEZONA BLANCA,2018-10-04,1400.0,1600.0,1500.0
461,CEBOLLA CABEZONA BLANCA,2018-10-05,1300.0,1500.0,1400.0
462,CEBOLLA CABEZONA BLANCA,2018-10-06,1300.0,1500.0,1400.0
463,CEBOLLA CABEZONA BLANCA,2018-10-08,1400.0,1600.0,1500.0
464,CEBOLLA CABEZONA BLANCA,2018-10-09,1300.0,1500.0,1400.0
465,CEBOLLA CABEZONA BLANCA,2018-10-10,1300.0,1500.0,1400.0
466,CEBOLLA CABEZONA BLANCA,2018-10-11,1300.0,1500.0,1400.0
467,CEBOLLA CABEZONA BLANCA,2018-10-12,1300.0,1500.0,1400.0
468,CEBOLLA CABEZONA BLANCA,2018-10-16,1500.0,1700.0,1600.0
469,CEBOLLA CABEZONA BLANCA,2018-10-17,1400.0,1600.0,1500.0
470,CEBOLLA CABEZONA BLANCA,2018-10-18,1400.0,1600.0,1500.0
471,CEBOLLA CABEZONA BLANCA,2018-10-19,1300.0,1500.0,1400.0
472,CEBOLLA CABEZONA BLANCA,2018-10-20,1200.0,1400.0,1300.0
473,CEBOLLA CABEZONA BLANCA,2018-10-22,1300.0,1500.0,1400.0
474,CEBOLLA CABEZONA BLANCA,2018-10-23,1100.0,1300.0,1200.0
475,CEBOLLA CABEZONA BLANCA,2018-10-24,1100.0,1300.0,1200.0
476,CEBOLLA CABEZONA BLANCA,2018-10-25,1100.0,1300.0,1200.0
477,CEBOLLA CABEZONA BLANCA,2018-10-26,1100.0,1300.0,1200.0
478,CEBOLLA CABEZONA BLANCA,2018-10-27,1100.0,1300.0,1200.0
479,CEBOLLA CABEZONA BLANCA,2018-10-29,1000.0,1200.0,1100.0
480,CEBOLLA CABEZONA BLANCA,2018-10-30,1000.0,1200.0,1100.0
481,CEBOLLA CABEZONA BLANCA,2018-10-31,1000.0,1200.0,1100.0
482,CEBOLLA CABEZONA BLANCA,2018-11-01,1100.0,1300.0,1200.0
483,CEBOLLA CABEZONA BLANCA,2018-11-02,1000.0,1200.0,1100.0
484,CEBOLLA CABEZONA BLANCA,2018-11-06,1000.0,1200.0,1100.0
485,CEBOLLA CABEZONA BLANCA,2018-11-07,1000.0,1200.0,1100.0
486,CEBOLLA CABEZONA BLANCA,2018-11-08,1000.0,1300.0,1200.0
487,CEBOLLA CABEZONA BLANCA,2018-11-09,1000.0,1300.0,1200.0
488,CEBOLLA CABEZONA BLANCA,2018-11-13,1000.0,1300.0,1200.0
489,CEBOLLA CABEZONA BLANCA,2018-11-14,1000.0,1200.0,1100.0
490,CEBOLLA CABEZONA BLANCA,2018-11-15,1000.0,1200.0,1100.0
491,CEBOLLA CABEZONA BLANCA,2018-11-16,1100.0,1300.0,1200.0
492,CEBOLLA CABEZONA BLANCA,2018-11-17,800.0,1000.0,900.0
493,CEBOLLA CABEZONA BLANCA,2018-11-19,800.0,1000.0,900.0
494,CEBOLLA CABEZONA BLANCA,2018-11-20,800.0,1000.0,900.0
495,CEBOLLA CABEZONA BLANCA,2018-11-21,1000.0,1200.0,1100.0
496,CEBOLLA CABEZONA BLANCA,2018-11-22,1000.0,1200.0,1100.0
497,CEBOLLA CABEZONA BLANCA,2018-11-23,1000.0,1200.0,1100.0
498,CEBOLLA CABEZONA BLANCA,2018-11-26,800.0,1000.0,900.0
499,CEBOLLA CABEZONA BLANCA,2018-11-27,800.0,1000.0,900.0
500,CEBOLLA CABEZONA BLANCA,2018-11-28,800.0,1000.0,900.0
501,CEBOLLA CABEZONA BLANCA,2018-11-29,800.0,1000.0,900.0
502,CEBOLLA CABEZONA BLANCA,2018-12-01,800.0,1000.0,900.0
503,CEBOLLA CABEZONA BLANCA,2018-12-03,860.0,1100.0,1000.0
504,CEBOLLA CABEZONA BLANCA,2018-12-04,860.0,1100.0,1000.0
505,CEBOLLA CABEZONA BLANCA,2018-12-05,860.0,1100.0,1000.0
506,CEBOLLA CABEZONA BLANCA,2018-12-06,1000.0,1200.0,1100.0
507,CEBOLLA CABEZONA BLANCA,2018-12-07,1000.0,1200.0,1100.0
508,CEBOLLA CABEZONA BLANCA,2018-12-10,1200.0,1400.0,1300.0
509,CEBOLLA CABEZONA BLANCA,2018-12-11,1100.0,1300.0,1200.0
510,CEBOLLA CABEZONA BLANCA,2018-12-12,1100.0,1300.0,1200.0
511,CEBOLLA CABEZONA BLANCA,2018-12-13,1100.0,1300.0,1200.0
512,CEBOLLA CABEZONA BLANCA,2018-12-14,1000.0,1200.0,1100.0
513,CEBOLLA CABEZONA BLANCA,2018-12-15,1100.0,1300.0,1200.0
514,CEBOLLA CABEZONA BLANCA,2018-12-17,1100.0,1200.0,1160.0
515,CEBOLLA CABEZONA BLANCA,2018-12-18,1100.0,1200.0,1160.0
516,CEBOLLA CABEZONA BLANCA,2018-12-19,1300.0,1500.0,1400.0
517,CEBOLLA CABEZONA BLANCA,2018-12-20,1200.0,1400.0,1300.0
518,CEBOLLA CABEZONA BLANCA,2018-12-21,1300.0,1500.0,1400.0
519,CEBOLLA CABEZONA BLANCA,2018-12-22,1400.0,1600.0,1500.0
520,CEBOLLA CABEZONA BLANCA,2018-12-24,1500.0,1700.0,1600.0
521,CEBOLLA CABEZONA BLANCA,2018-12-26,1500.0,1700.0,1600.0
522,CEBOLLA CABEZONA BLANCA,2018-12-27,1400.0,1600.0,1500.0
523,CEBOLLA CABEZONA BLANCA,2018-12-28,1600.0,1800.0,1700.0
524,CEBOLLA CABEZONA BLANCA,2018-12-31,1600.0,1800.0,1700.0
525,CEBOLLA CABEZONA BLANCA,2019-01-02,1400.0,1600.0,1500.0
526,CEBOLLA CABEZONA BLANCA,2019-01-03,1500.0,1700.0,1600.0
527,CEBOLLA CABEZONA BLANCA,2019-01-04,1500.0,1700.0,1600.0
528,CEBOLLA CABEZONA BLANCA,2019-01-05,1600.0,1800.0,1700.0
529,CEBOLLA CABEZONA BLANCA,2019-01-08,1600.0,1800.0,1700.0
530,CEBOLLA CABEZONA BLANCA,2019-01-09,1500.0,1700.0,1600.0
531,CEBOLLA CABEZONA BLANCA,2019-01-10,1400.0,1600.0,1500.0
532,CEBOLLA CABEZONA BLANCA,2019-01-11,1400.0,1600.0,1500.0
533,CEBOLLA CABEZONA BLANCA,2019-01-14,1400.0,1600.0,1500.0
534,CEBOLLA CABEZONA BLANCA,2019-01-15,1500.0,1700.0,1600.0
535,CEBOLLA CABEZONA BLANCA,2019-01-17,1567.0,1767.0,1667.0
536,CEBOLLA CABEZONA BLANCA,2019-01-18,1500.0,1700.0,1600.0
537,CEBOLLA CABEZONA BLANCA,2019-01-19,1500.0,1700.0,1600.0
538,CEBOLLA CABEZONA BLANCA,2019-01-21,1600.0,1800.0,1700.0
539,CEBOLLA CABEZONA BLANCA,2019-01-22,1800.0,2000.0,1900.0
540,CEBOLLA CABEZONA BLANCA,2019-01-23,1700.0,1900.0,1800.0
541,CEBOLLA CABEZONA BLANCA,2019-01-24,1600.0,1800.0,1700.0
542,CEBOLLA CABEZONA BLANCA,2019-01-25,1500.0,1700.0,1600.0
543,CEBOLLA CABEZONA BLANCA,2019-01-26,1500.0,1700.0,1600.0
544,CEBOLLA CABEZONA BLANCA,2019-01-28,1500.0,1700.0,1600.0
545,CEBOLLA CABEZONA BLANCA,2019-01-29,1500.0,1700.0,1600.0
546,CEBOLLA CABEZONA BLANCA,2019-01-30,1500.0,1700.0,1600.0
547,CEBOLLA CABEZONA BLANCA,2019-01-31,1600.0,1800.0,1700.0
548,CEBOLLA CABEZONA BLANCA,2019-02-01,1500.0,1700.0,1600.0
549,CEBOLLA CABEZONA BLANCA,2019-02-02,1500.0,1700.0,1600.0
550,CEBOLLA CABEZONA BLANCA,2019-02-04,1400.0,1600.0,1500.0
551,CEBOLLA CABEZONA BLANCA,2019-02-05,1400.0,1600.0,1500.0
552,CEBOLLA CABEZONA BLANCA,2019-02-06,1500.0,1700.0,1600.0
553,CEBOLLA CABEZONA BLANCA,2019-02-07,1400.0,1600.0,1500.0
554,CEBOLLA CABEZONA BLANCA,2019-02-08,1400.0,1600.0,1500.0
555,CEBOLLA CABEZONA BLANCA,2019-02-11,1400.0,1600.0,1500.0
556,CEBOLLA CABEZONA BLANCA,2019-02-12,1500.0,1700.0,1600.0
557,CEBOLLA CABEZONA BLANCA,2019-02-13,1200.0,1400.0,1300.0
558,CEBOLLA CABEZONA BLANCA,2019-02-14,1000.0,1200.0,1100.0
559,CEBOLLA CABEZONA BLANCA,2019-02-15,800.0,1000.0,900.0
560,CEBOLLA CABEZONA BLANCA,2019-02-18,800.0,1000.0,900.0
561,CEBOLLA CABEZONA BLANCA,2019-02-19,800.0,1000.0,900.0
562,CEBOLLA CABEZONA BLANCA,2019-02-20,900.0,1100.0,1000.0
563,CEBOLLA CABEZONA BLANCA,2019-02-21,1000.0,1200.0,1100.0
564,CEBOLLA CABEZONA BLANCA,2019-02-22,1100.0,1300.0,1200.0
565,CEBOLLA CABEZONA BLANCA,2019-02-25,1100.0,1300.0,1200.0
566,CEBOLLA CABEZONA BLANCA,2019-02-26,1000.0,1200.0,1100.0
567,CEBOLLA CABEZONA BLANCA,2019-02-27,1100.0,1300.0,1200.0
568,CEBOLLA CABEZONA BLANCA,2019-02-28,1000.0,1200.0,1100.0
569,CEBOLLA CABEZONA BLANCA,2019-03-01,1000.0,1200.0,1100.0
570,CEBOLLA CABEZONA BLANCA,2019-03-02,900.0,1100.0,1000.0
571,CEBOLLA CABEZONA BLANCA,2019-03-04,800.0,1000.0,900.0
572,CEBOLLA CABEZONA BLANCA,2019-03-05,900.0,1100.0,1000.0
573,CEBOLLA CABEZONA BLANCA,2019-03-06,900.0,1100.0,1000.0
574,CEBOLLA CABEZONA BLANCA,2019-03-07,900.0,1100.0,1000.0
575,CEBOLLA CABEZONA BLANCA,2019-03-08,800.0,1000.0,900.0
576,CEBOLLA CABEZONA BLANCA,2019-03-11,800.0,1000.0,900.0
577,CEBOLLA CABEZONA BLANCA,2019-03-12,900.0,1100.0,1000.0
578,CEBOLLA CABEZONA BLANCA,2019-03-13,1000.0,1200.0,1100.0
579,CEBOLLA CABEZONA BLANCA,2019-03-14,900.0,1100.0,1000.0
580,CEBOLLA CABEZONA BLANCA,2019-03-15,900.0,1100.0,1000.0
581,CEBOLLA CABEZONA BLANCA,2019-03-16,900.0,1100.0,1000.0
582,CEBOLLA CABEZONA BLANCA,2019-03-18,800.0,1000.0,900.0
583,CEBOLLA CABEZONA BLANCA,2019-03-19,900.0,1100.0,1000.0
584,CEBOLLA CABEZONA BLANCA,2019-03-20,900.0,1100.0,1000.0
585,CEBOLLA CABEZONA BLANCA,2019-03-21,900.0,1100.0,1000.0
586,CEBOLLA CABEZONA BLANCA,2019-03-22,900.0,1100.0,1000.0
587,CEBOLLA CABEZONA BLANCA,2019-03-26,1000.0,1200.0,1100.0
588,CEBOLLA CABEZONA BLANCA,2019-03-27,800.0,1000.0,900.0
589,CEBOLLA CABEZONA BLANCA,2019-03-28,800.0,1000.0,900.0
590,CEBOLLA CABEZONA BLANCA,2019-03-29,800.0,1000.0,900.0
591,CEBOLLA CABEZONA BLANCA,2019-03-30,800.0,1000.0,900.0
592,CEBOLLA CABEZONA BLANCA,2019-04-01,900.0,1100.0,1000.0
593,CEBOLLA CABEZONA BLANCA,2019-04-02,900.0,1100.0,1000.0
594,CEBOLLA CABEZONA BLANCA,2019-04-03,1000.0,1200.0,1100.0
595,CEBOLLA CABEZONA BLANCA,2019-04-04,1100.0,1300.0,1200.0
596,CEBOLLA CABEZONA BLANCA,2019-04-05,1000.0,1200.0,1100.0
597,CEBOLLA CABEZONA BLANCA,2019-04-08,1000.0,1200.0,1100.0
598,CEBOLLA CABEZONA BLANCA,2019-04-09,1000.0,1200.0,1100.0
599,CEBOLLA CABEZONA BLANCA,2019-04-10,1000.0,1200.0,1100.0
600,CEBOLLA CABEZONA BLANCA,2019-04-11,900.0,1100.0,1000.0
601,CEBOLLA CABEZONA BLANCA,2019-04-12,900.0,1100.0,1000.0
602,CEBOLLA CABEZONA BLANCA,2019-04-13,900.0,1100.0,1000.0
603,CEBOLLA CABEZONA BLANCA,2019-04-15,900.0,1100.0,1000.0
604,CEBOLLA CABEZONA BLANCA,2019-04-16,900.0,1100.0,1000.0
605,CEBOLLA CABEZONA BLANCA,2019-04-17,800.0,1000.0,900.0
606,CEBOLLA CABEZONA BLANCA,2019-04-22,1000.0,1200.0,1100.0
607,CEBOLLA CABEZONA BLANCA,2019-04-23,1100.0,1300.0,1200.0
608,CEBOLLA CABEZONA BLANCA,2019-04-24,1200.0,1400.0,1300.0
609,CEBOLLA CABEZONA BLANCA,2019-04-25,1200.0,1400.0,1300.0
610,CEBOLLA CABEZONA BLANCA,2019-04-26,1200.0,1400.0,1300.0
611,CEBOLLA CABEZONA BLANCA,2019-04-29,1000.0,1200.0,1100.0
612,CEBOLLA CABEZONA BLANCA,2019-04-30,800.0,1000.0,900.0
613,CEBOLLA CABEZONA BLANCA,2019-05-02,800.0,1000.0,900.0
614,CEBOLLA CABEZONA BLANCA,2019-05-03,800.0,1000.0,900.0
615,CEBOLLA CABEZONA BLANCA,2019-05-04,700.0,900.0,800.0
616,CEBOLLA CABEZONA BLANCA,2019-05-06,800.0,1000.0,900.0
617,CEBOLLA CABEZONA BLANCA,2019-05-07,800.0,1000.0,900.0
618,CEBOLLA CABEZONA BLANCA,2019-05-08,900.0,1100.0,1000.0
619,CEBOLLA CABEZONA BLANCA,2019-05-09,900.0,1100.0,1000.0
620,CEBOLLA CABEZONA BLANCA,2019-05-10,900.0,1100.0,1000.0
621,CEBOLLA CABEZONA BLANCA,2019-05-13,900.0,1100.0,1000.0
622,CEBOLLA CABEZONA BLANCA,2019-05-14,900.0,1100.0,1000.0
623,CEBOLLA CABEZONA BLANCA,2019-05-15,900.0,1100.0,1000.0
624,CEBOLLA CABEZONA BLANCA,2019-05-16,900.0,1100.0,1000.0
625,CEBOLLA CABEZONA BLANCA,2019-05-17,900.0,1100.0,1000.0
626,CEBOLLA CABEZONA BLANCA,2019-05-18,900.0,1100.0,1000.0
627,CEBOLLA CABEZONA BLANCA,2019-05-20,800.0,1000.0,900.0
628,CEBOLLA CABEZONA BLANCA,2019-05-21,900.0,1100.0,1000.0
629,CEBOLLA CABEZONA BLANCA,2019-05-22,800.0,1000.0,900.0
630,CEBOLLA CABEZONA BLANCA,2019-05-23,800.0,1000.0,900.0
631,CEBOLLA CABEZONA BLANCA,2019-05-24,800.0,1000.0,900.0
632,CEBOLLA CABEZONA BLANCA,2019-05-27,900.0,1100.0,1000.0
633,CEBOLLA CABEZONA BLANCA,2019-05-28,900.0,1100.0,1000.0
634,CEBOLLA CABEZONA BLANCA,2019-05-29,900.0,1100.0,1000.0
635,CEBOLLA CABEZONA BLANCA,2019-05-30,1000.0,1200.0,1100.0
636,CEBOLLA CABEZONA BLANCA,2019-05-31,1000.0,1200.0,1100.0
637,CEBOLLA CABEZONA BLANCA,2019-06-01,1000.0,1200.0,1100.0
638,CEBOLLA CABEZONA BLANCA,2019-06-04,979.0,1179.0,1079.0
639,CEBOLLA CABEZONA BLANCA,2019-06-05,1100.0,1300.0,1200.0
640,CEBOLLA CABEZONA BLANCA,2019-06-06,1000.0,1200.0,1100.0
641,CEBOLLA CABEZONA BLANCA,2019-06-07,1000.0,1200.0,1100.0
642,CEBOLLA CABEZONA BLANCA,2019-06-10,1100.0,1300.0,1200.0
643,CEBOLLA CABEZONA BLANCA,2019-06-11,1100.0,1300.0,1200.0
644,CEBOLLA CABEZONA BLANCA,2019-06-12,1100.0,1300.0,1200.0
645,CEBOLLA CABEZONA BLANCA,2019-06-13,1100.0,1300.0,1200.0
646,CEBOLLA CABEZONA BLANCA,2019-06-14,1100.0,1300.0,1200.0
647,CEBOLLA CABEZONA BLANCA,2019-06-15,1000.0,1200.0,1100.0
648,CEBOLLA CABEZONA BLANCA,2019-06-17,1000.0,1200.0,1100.0
649,CEBOLLA CABEZONA BLANCA,2019-06-18,1000.0,1200.0,1100.0
650,CEBOLLA CABEZONA BLANCA,2019-06-19,1100.0,1300.0,1200.0
651,CEBOLLA CABEZONA BLANCA,2019-06-20,1200.0,1400.0,1300.0
652,CEBOLLA CABEZONA BLANCA,2019-06-21,1500.0,1700.0,1600.0
653,CEBOLLA CABEZONA BLANCA,2019-06-25,1600.0,1800.0,1700.0
654,CEBOLLA CABEZONA BLANCA,2019-06-26,1600.0,1800.0,1700.0
655,CEBOLLA CABEZONA BLANCA,2019-06-27,1700.0,1900.0,1800.0
656,CEBOLLA CABEZONA BLANCA,2019-06-28,1600.0,1800.0,1700.0
657,CEBOLLA CABEZONA BLANCA,2019-06-29,1500.0,1700.0,1600.0
